r,z_peak
20.20066889632107,19.200670985285488
20.20066889632107,19.200671240054845
20.20066889632107,19.200671485010112
20.20066889632107,19.200671912791048
20.20066889632107,19.200671956429094
20.20066889632107,19.200671906960935
20.20066889632107,19.200671813075832
20.20066889632107,19.200671674166117
20.20066889632107,19.200670938243405
20.20066889632107,19.200670761548423
20.20066889632107,19.20067098721652
20.20066889632107,19.200671215373912
20.20066889632107,19.200671440217636
20.20066889632107,19.200671866189523
20.20066889632107,19.200671936666183
20.20066889632107,19.20067191122115
20.20066889632107,19.200671842452422
20.20066889632107,19.200671728843496
20.20066889632107,19.20067157203933
20.20066889632107,19.200670730241264
20.20066889632107,19.200670579717976
20.20066889632107,19.200670879345743
20.20066889632107,19.20067116595174
20.20066889632107,19.200671431710983
20.20066889632107,19.2006718918302
20.20066889632107,19.200671972953106
20.20066889632107,19.20067193364092
20.20066889632107,19.200671842878254
20.20066889632107,19.200671703979953
20.20066889632107,19.200670990407993
20.20066889632107,19.200670731233053
20.20066889632107,19.200670960484715
20.20066889632107,19.20067119193007
20.20066889632107,19.200671419193878
20.20066889632107,19.200671853237044
20.20066889632107,19.20067193741489
20.20066889632107,19.2006719180078
20.20066889632107,19.200671853895987
20.20066889632107,19.200671744018354
20.20066889632107,19.200671591193373
20.20066889632107,19.200670768835195
20.301003344481604,19.301006396058515
20.301003344481604,19.301006197461597
20.301003344481604,19.301005340519396
20.301003344481604,19.301005438243585
20.301003344481604,19.301005712246948
20.301003344481604,19.301005977714098
20.301003344481604,19.301006417418453
20.301003344481604,19.30100652199953
20.301003344481604,19.301006549191893
20.301003344481604,19.301006468194416
20.301003344481604,19.301006291470124
20.301003344481604,19.301006045098482
20.301003344481604,19.301005021876193
20.301003344481604,19.3010053855657
20.301003344481604,19.301005725558227
20.301003344481604,19.30100603273173
20.301003344481604,19.301006485613833
20.301003344481604,19.30100657761894
20.301003344481604,19.301006562554914
20.301003344481604,19.301006423783377
20.301003344481604,19.301006193025785
20.301003344481604,19.301005264297626
20.301003344481604,19.30100553964781
20.301003344481604,19.301005820549094
20.301003344481604,19.301006318111202
20.301003344481604,19.30100645404822
20.301003344481604,19.30100643472469
20.301003344481604,19.301006348307105
20.301003344481604,19.301006199679442
20.301003344481604,19.301005458931517
20.301003344481604,19.301005262638515
20.301003344481604,19.301005523604992
20.301003344481604,19.30100578324988
20.301003344481604,19.301006036266852
20.301003344481604,19.301006441736288
20.301003344481604,19.30100652700854
20.301003344481604,19.30100652722741
20.301003344481604,19.30100642387287
20.301003344481604,19.30100623571669
20.301003344481604,19.301005424479484
20.301003344481604,19.301005379848476
20.301003344481604,19.301005657196708
20.401337792642142,19.401341158331476
20.401337792642142,19.40134101372931
20.401337792642142,19.40134071465561
20.401337792642142,19.40133963615057
20.401337792642142,19.401339934993523
20.401337792642142,19.40134034305642
20.401337792642142,19.40134069682717
20.401337792642142,19.40134109730818
20.401337792642142,19.401341101385555
20.401337792642142,19.401340938529007
20.401337792642142,19.401340650746995
20.401337792642142,19.401339573879373
20.401337792642142,19.401339931586307
20.401337792642142,19.401340324582556
20.401337792642142,19.401340669714916
20.401337792642142,19.401341077485238
20.401337792642142,19.401341096651947
20.401337792642142,19.40134095529892
20.401337792642142,19.401340687381506
20.401337792642142,19.401339665403345
20.401337792642142,19.401339842260892
20.401337792642142,19.401340243577803
20.401337792642142,19.401340596841823
20.401337792642142,19.401341048882273
20.401337792642142,19.401341105800835
20.401337792642142,19.401341006503348
20.401337792642142,19.401340767427946
20.401337792642142,19.401339839473383
20.401337792642142,19.40134004598305
20.401337792642142,19.40134036750666
20.401337792642142,19.40134088239833
20.401337792642142,19.40134096564924
20.401337792642142,19.40134089034087
20.401337792642142,19.401340736697147
20.401337792642142,19.401340510193847
20.401337792642142,19.401339493055136
20.401337792642142,19.40133984253457
20.401337792642142,19.401340202503608
20.401337792642142,19.401340530439423
20.401337792642142,19.40134099135397
20.401337792642142,19.401341076824036
20.401337792642142,19.401341030391762
20.501672240802677,19.501674292527746
20.501672240802677,19.501674850377505
20.501672240802677,19.501675299229586
20.501672240802677,19.501675703885592
20.501672240802677,19.50167561392121
20.501672240802677,19.501675295139925
20.501672240802677,19.501674169042722
20.501672240802677,19.501674498056268
20.501672240802677,19.501674954196083
20.501672240802677,19.501675532146088
20.501672240802677,19.50167565364303
20.501672240802677,19.501675581653522
20.501672240802677,19.501675306290732
20.501672240802677,19.50167428203464
20.501672240802677,19.501674677441166
20.501672240802677,19.5016750383935
20.501672240802677,19.50167551419385
20.501672240802677,19.501675585853008
20.501672240802677,19.501675490362082
20.501672240802677,19.501675237799162
20.501672240802677,19.5016742516874
20.501672240802677,19.50167460710694
20.501672240802677,19.501674953069315
20.501672240802677,19.5016754529293
20.501672240802677,19.501675561975624
20.501672240802677,19.501675529662393
20.501672240802677,19.50167533551725
20.501672240802677,19.50167502189376
20.501672240802677,19.501674139815538
20.501672240802677,19.501674583489404
20.501672240802677,19.501674979044488
20.501672240802677,19.50167550473673
20.501672240802677,19.501675607459
20.501672240802677,19.501675539730236
20.501672240802677,19.501675295195326
20.501672240802677,19.50167434288982
20.501672240802677,19.501674580412676
20.501672240802677,19.501674935880505
20.501672240802677,19.501675449568662
20.501672240802677,19.501675566723936
20.501672240802677,19.50167554253586
20.501672240802677,19.501675351313946
20.60200668896321,19.602010411993458
20.60200668896321,19.60201004127659
20.60200668896321,19.602008710645524
20.60200668896321,19.602009328546654
20.60200668896321,19.602009854009815
20.60200668896321,19.60201026723607
20.60200668896321,19.602010097664344
20.60200668896321,19.602009653038564
20.60200668896321,19.602008862272047
20.60200668896321,19.602009401003738
20.60200668896321,19.602010046438345
20.60200668896321,19.602010060993297
20.60200668896321,19.602009797961948
20.60200668896321,19.60200881220213
20.60200668896321,19.60200912030064
20.60200668896321,19.602009504400026
20.60200668896321,19.602010002910394
20.60200668896321,19.602010077858957
20.60200668896321,19.602009963320555
20.60200668896321,19.602009673040442
20.60200668896321,19.602008565070367
20.60200668896321,19.602008940547268
20.60200668896321,19.602009396753342
20.60200668896321,19.60200998900509
20.60200668896321,19.602010124684984
20.60200668896321,19.602010061643934
20.60200668896321,19.602009779259813
20.60200668896321,19.602008709838415
20.60200668896321,19.602009218926664
20.60200668896321,19.602009602248554
20.60200668896321,19.602010050568847
20.60200668896321,19.60201007062014
20.60200668896321,19.602009889155845
20.60200668896321,19.602009548340057
20.60200668896321,19.602008658014107
20.60200668896321,19.602009146611138
20.60200668896321,19.602009573838483
20.60200668896321,19.602010071596595
20.60200668896321,19.60201010896636
20.60200668896321,19.602009924414904
20.60200668896321,19.602009563391828
20.60200668896321,19.60200869923742
20.702341137123746,19.70234411224088
20.702341137123746,19.702344528772375
20.702341137123746,19.702345068588794
20.702341137123746,19.702344649520622
20.702341137123746,19.702343421575993
20.702341137123746,19.702344174508884
20.702341137123746,19.702344837660107
20.702341137123746,19.70234477864457
20.702341137123746,19.702344289526557
20.702341137123746,19.702343442594927
20.702341137123746,19.70234406050487
20.702341137123746,19.702344691631474
20.702341137123746,19.70234472167929
20.702341137123746,19.702344405926013
20.702341137123746,19.702343209671316
20.702341137123746,19.702343598907383
20.702341137123746,19.702344136812105
20.702341137123746,19.702344674269835
20.702341137123746,19.702344645576904
20.702341137123746,19.702344312578784
20.702341137123746,19.70234309375697
20.702341137123746,19.702343610053664
20.702341137123746,19.70234412263464
20.702341137123746,19.702344648403454
20.702341137123746,19.702344630454004
20.702341137123746,19.70234432358284
20.702341137123746,19.702343165672467
20.702341137123746,19.702343523587356
20.702341137123746,19.702344044343356
20.702341137123746,19.70234461580837
20.702341137123746,19.70234465310775
20.702341137123746,19.702344402730045
20.702341137123746,19.70234393605824
20.702341137123746,19.702343483630003
20.702341137123746,19.702344000579743
20.702341137123746,19.702344589968543
20.702341137123746,19.70234465611725
20.702341137123746,19.702344442609498
20.702341137123746,19.70234400388115
20.702341137123746,19.702343391792603
20.702341137123746,19.702343920090797
20.702341137123746,19.70234454893807
20.80267558528428,19.802680121387997
20.80267558528428,19.802678658346743
20.80267558528428,19.80267962056954
20.80267558528428,19.802679689646066
20.80267558528428,19.80267850362977
20.80267558528428,19.80267916107375
20.80267558528428,19.802679588562434
20.80267558528428,19.802678971619986
20.80267558528428,19.802678316814923
20.80267558528428,19.802679015001
20.80267558528428,19.8026794013634
20.80267558528428,19.80267898162343
20.80267558528428,19.802677808579162
20.80267558528428,19.802678530297893
20.80267558528428,19.802679232521566
20.80267558528428,19.802679262736405
20.80267558528428,19.802678870228746
20.80267558528428,19.80267769430399
20.80267558528428,19.802678371355206
20.80267558528428,19.802679106051382
20.80267558528428,19.802679249583445
20.80267558528428,19.802679030805894
20.80267558528428,19.80267849196145
20.80267558528428,19.80267809354677
20.80267558528428,19.802678660516513
20.80267558528428,19.802679192093205
20.80267558528428,19.802679114640746
20.80267558528428,19.802678703160126
20.80267558528428,19.802677739611784
20.80267558528428,19.802678354676335
20.80267558528428,19.802679056905223
20.80267558528428,19.80267920358989
20.80267558528428,19.802679028842704
20.80267558528428,19.802678551873235
20.80267558528428,19.80267794057534
20.80267558528428,19.802678516436334
20.80267558528428,19.80267912992463
20.80267558528428,19.802679164080008
20.80267558528428,19.80267886371561
20.80267558528428,19.802677676548733
20.80267558528428,19.802678380837968
20.80267558528428,19.802679015840948
20.903010033444815,19.90301527681297
20.903010033444815,19.903014561592205
20.903010033444815,19.90301481547872
20.903010033444815,19.90301447495776
20.903010033444815,19.903014059696506
20.903010033444815,19.90301460242094
20.903010033444815,19.903013231656313
20.903010033444815,19.903014047172707
20.903010033444815,19.903014195903445
20.903010033444815,19.90301302718951
20.903010033444815,19.90301364610487
20.903010033444815,19.903014087549867
20.903010033444815,19.903013429830462
20.903010033444815,19.90301290342989
20.903010033444815,19.903013611234098
20.903010033444815,19.903013896953972
20.903010033444815,19.90301333299896
20.903010033444815,19.90301262346374
20.903010033444815,19.903013316030506
20.903010033444815,19.903013823067457
20.903010033444815,19.903013560351358
20.903010033444815,19.90301289775909
20.903010033444815,19.903012841658313
20.903010033444815,19.903013422689593
20.903010033444815,19.903013760349808
20.903010033444815,19.903013414915403
20.903010033444815,19.903012066615624
20.903010033444815,19.903012792800514
20.903010033444815,19.903013370374463
20.903010033444815,19.903013744822047
20.903010033444815,19.903013449082753
20.903010033444815,19.903012829691452
20.903010033444815,19.903012777916516
20.903010033444815,19.903013343532866
20.903010033444815,19.903013729902256
20.903010033444815,19.903013460603383
20.903010033444815,19.903012869642264
20.903010033444815,19.903012714789458
20.903010033444815,19.90301328638167
20.903010033444815,19.9030137201344
20.903010033444815,19.903013501165862
20.903010033444815,19.903012948888236
20.903010033444815,19.903012617565707
21.00334448160535,20.00334959680586
21.00334448160535,20.003350761319098
21.00334448160535,20.003349806071974
21.00334448160535,20.00334988052808
21.00334448160535,20.003349502863028
21.00334448160535,20.003349561116142
21.00334448160535,20.003348820851063
21.00334448160535,20.003349574271297
21.00334448160535,20.003347657833224
21.00334448160535,20.00334933236543
21.00334448160535,20.003348223523307
21.00334448160535,20.00334858157377
21.00334448160535,20.003348828172648
21.00334448160535,20.003347481789863
21.00334448160535,20.003348393699216
21.00334448160535,20.003348615216872
21.00334448160535,20.00334759892849
21.00334448160535,20.003347936493874
21.00334448160535,20.003348537630032
21.00334448160535,20.00334806709064
21.00334448160535,20.00334708854848
21.00334448160535,20.00334789395444
21.00334448160535,20.003348404719176
21.00334448160535,20.00334800496427
21.00334448160535,20.003346828934117
21.00334448160535,20.003347627340176
21.00334448160535,20.003348308621213
21.00334448160535,20.003348183135845
21.00334448160535,20.003347556372205
21.00334448160535,20.003347245325312
21.00334448160535,20.003347887411806
21.00334448160535,20.003348278957773
21.00334448160535,20.003347914755278
21.00334448160535,20.00334664622259
21.00334448160535,20.003347412768186
21.00334448160535,20.003348178461156
21.00334448160535,20.00334824699194
21.00334448160535,20.003347837198092
21.00334448160535,20.003346759428222
21.00334448160535,20.00334749223849
21.00334448160535,20.003348201518442
21.00334448160535,20.003348200945542
21.103678929765888,20.10368773433414
21.103678929765888,20.103685442025984
21.103678929765888,20.103685174250618
21.103678929765888,20.103685756288208
21.103678929765888,20.10368633763116
21.103678929765888,20.103684835990574
21.103678929765888,20.10368484650521
21.103678929765888,20.10368529859764
21.103678929765888,20.103683342770218
21.103678929765888,20.103684762502873
21.103678929765888,20.103683076629025
21.103678929765888,20.103684436825127
21.103678929765888,20.103682357705786
21.103678929765888,20.103684070379227
21.103678929765888,20.103682577433272
21.103678929765888,20.103683548976914
21.103678929765888,20.103683190531026
21.103678929765888,20.103682641788325
21.103678929765888,20.103683444690375
21.103678929765888,20.103682548007605
21.103678929765888,20.103682554955082
21.103678929765888,20.10368320394365
21.103678929765888,20.10368249568932
21.103678929765888,20.103682122866623
21.103678929765888,20.103683009951084
21.103678929765888,20.103682836789307
21.103678929765888,20.10368192046155
21.103678929765888,20.103682264369134
21.103678929765888,20.10368292627422
21.103678929765888,20.103682609510816
21.103678929765888,20.103681726946235
21.103678929765888,20.103682206088084
21.103678929765888,20.103682854738395
21.103678929765888,20.10368260778816
21.103678929765888,20.103681831031583
21.103678929765888,20.103682028509922
21.103678929765888,20.103682777704506
21.103678929765888,20.10368271132864
21.103678929765888,20.103682093921677
21.103678929765888,20.103681725032445
21.103678929765888,20.103682403977633
21.103678929765888,20.10368278591742
21.103678929765888,20.103682355767297
21.204013377926422,20.204025322184464
21.204013377926422,20.204024657732234
21.204013377926422,20.20402402107778
21.204013377926422,20.20402317204448
21.204013377926422,20.204021639907097
21.204013377926422,20.20401985626519
21.204013377926422,20.20401981288552
21.204013377926422,20.204020305137878
21.204013377926422,20.204020974683782
21.204013377926422,20.204019733227785
21.204013377926422,20.20401906072501
21.204013377926422,20.2040200345725
21.204013377926422,20.204017968005232
21.204013377926422,20.20401906465485
21.204013377926422,20.2040184742181
21.204013377926422,20.204018637965554
21.204013377926422,20.204017970191714
21.204013377926422,20.204018587054836
21.204013377926422,20.204017093463875
21.204013377926422,20.204018451888302
21.204013377926422,20.204017952929657
21.204013377926422,20.204017597162434
21.204013377926422,20.204018096744925
21.204013377926422,20.2040164318592
21.204013377926422,20.204017811951644
21.204013377926422,20.204017549780723
21.204013377926422,20.204016721753284
21.204013377926422,20.204017762343025
21.204013377926422,20.20401738677421
21.204013377926422,20.204016028538238
21.204013377926422,20.20401734232384
21.204013377926422,20.2040174880932
21.204013377926422,20.204016449350842
21.204013377926422,20.20401693204508
21.204013377926422,20.20401750243263
21.204013377926422,20.204016933847846
21.204013377926422,20.20401627566795
21.204013377926422,20.204017076949512
21.204013377926422,20.204017377734257
21.204013377926422,20.204016685847225
21.204013377926422,20.204016384250053
21.204013377926422,20.204017285229067
21.304347826086957,20.304365023351135
21.304347826086957,20.3043624315031
21.304347826086957,20.304360472400916
21.304347826086957,20.30436138868237
21.304347826086957,20.304360821972832
21.304347826086957,20.304360115859705
21.304347826086957,20.304359299228462
21.304347826086957,20.304358257268397
21.304347826086957,20.304356627215817
21.304347826086957,20.304356260203534
21.304347826086957,20.304354627532227
21.304347826086957,20.30435434528983
21.304347826086957,20.304354652851764
21.304347826086957,20.304355084902983
21.304347826086957,20.304355369436387
21.304347826086957,20.304353123865415
21.304347826086957,20.304353897357974
21.304347826086957,20.304354478963557
21.304347826086957,20.304352042140422
21.304347826086957,20.304353730274222
21.304347826086957,20.30435281104929
21.304347826086957,20.304353281215977
21.304347826086957,20.304352389025496
21.304347826086957,20.30435316186627
21.304347826086957,20.30435159585602
21.304347826086957,20.304353013780783
21.304347826086957,20.304352419369227
21.304347826086957,20.304352275823796
21.304347826086957,20.304352548776656
21.304347826086957,20.30435095827208
21.304347826086957,20.304352344313276
21.304347826086957,20.304352202569284
21.304347826086957,20.304350934083896
21.304347826086957,20.304352187631167
21.304347826086957,20.30435214622033
21.304347826086957,20.304350596467906
21.304347826086957,20.304352131276563
21.304347826086957,20.304351958174585
21.304347826086957,20.30435048134754
21.304347826086957,20.30435193366399
21.304347826086957,20.30435196773461
21.304347826086957,20.30435075185896
21.304347826086957,20.30435164740035
21.40468227424749,20.40470332917791
21.40468227424749,20.404705880926457
21.40468227424749,20.404701561990475
21.40468227424749,20.404702741368716
21.40468227424749,20.404697706267807
21.40468227424749,20.40470045583079
21.40468227424749,20.40469869263414
21.40468227424749,20.4046955565417
21.40468227424749,20.404696671600636
21.40468227424749,20.40469624356538
21.40468227424749,20.40469559317097
21.40468227424749,20.404694863607308
21.40468227424749,20.404694158365167
21.40468227424749,20.40469346403888
21.40468227424749,20.404692628408686
21.40468227424749,20.404691290822484
21.40468227424749,20.404689895873393
21.40468227424749,20.404689028823736
21.40468227424749,20.404688590403747
21.40468227424749,20.404689135234
21.40468227424749,20.404689632706095
21.40468227424749,20.404689396649033
21.40468227424749,20.404687694363975
21.40468227424749,20.40468883990536
21.40468227424749,20.404688195670587
21.40468227424749,20.40468761781954
21.40468227424749,20.404688361038072
21.40468227424749,20.404686818150594
21.40468227424749,20.4046880476326
21.40468227424749,20.404686714503562
21.40468227424749,20.404687663823918
21.40468227424749,20.404687047301426
21.40468227424749,20.404687075241384
21.40468227424749,20.40468700743973
21.40468227424749,20.404686075095317
21.40468227424749,20.40468729197561
21.40468227424749,20.404686119652506
21.40468227424749,20.404686706897124
21.40468227424749,20.4046867371424
21.40468227424749,20.40468524510585
21.40468227424749,20.40468687910905
21.40468227424749,20.404686304646376
21.40468227424749,20.404685811412136
21.505016722408026,20.505051725127128
21.505016722408026,20.50504723293977
21.505016722408026,20.505043227326038
21.505016722408026,20.505042248241992
21.505016722408026,20.505043368512574
21.505016722408026,20.50504194078158
21.505016722408026,20.505037020826588
21.505016722408026,20.50503907242123
21.505016722408026,20.505034172368706
21.505016722408026,20.50503619363047
21.505016722408026,20.50503430070684
21.505016722408026,20.50503150744365
21.505016722408026,20.505032886536966
21.505016722408026,20.505031905948904
21.505016722408026,20.505030331734204
21.505016722408026,20.505028950326118
21.505016722408026,20.50502688602449
21.505016722408026,20.505027143740964
21.505016722408026,20.50502665103381
21.505016722408026,20.50502587432685
21.505016722408026,20.505024665296737
21.505016722408026,20.505024352176953
21.505016722408026,20.505023648530013
21.505016722408026,20.505023070689052
21.505016722408026,20.505023543768502
21.505016722408026,20.505024050274738
21.505016722408026,20.50502425471524
21.505016722408026,20.505021879697413
21.505016722408026,20.5050229777497
21.505016722408026,20.50502348633447
21.505016722408026,20.505021031790488
21.505016722408026,20.505022754996414
21.505016722408026,20.505022008458685
21.505016722408026,20.5050221959193
21.505016722408026,20.505021782241794
21.505016722408026,20.505022010031386
21.505016722408026,20.50502129565273
21.505016722408026,20.50502204881641
21.505016722408026,20.5050205026327
21.505016722408026,20.505021962584582
21.505016722408026,20.505021378968713
21.505016722408026,20.505021300022463
21.505016722408026,20.50502150671757
21.60535117056856,20.605397979828386
21.60535117056856,20.605401803498438
21.60535117056856,20.60539831410911
21.60535117056856,20.605392144202956
21.60535117056856,20.605388577835154
21.60535117056856,20.605386500570365
21.60535117056856,20.605385569207314
21.60535117056856,20.605383600500872
21.60535117056856,20.605382324999024
21.60535117056856,20.605380928116727
21.60535117056856,20.605376893427096
21.60535117056856,20.605373567452123
21.60535117056856,20.60537556807619
21.60535117056856,20.605370777643387
21.60535117056856,20.605372375786423
21.60535117056856,20.605367776856273
21.60535117056856,20.605370274151337
21.60535117056856,20.60536758204381
21.60535117056856,20.60536627241021
21.60535117056856,20.60536709304302
21.60535117056856,20.605366029593544
21.60535117056856,20.605364547398555
21.60535117056856,20.605363328723385
21.60535117056856,20.605362622388895
21.60535117056856,20.605362305226947
21.60535117056856,20.6053621598571
21.60535117056856,20.605362004894506
21.60535117056856,20.605361709948944
21.60535117056856,20.60536112561758
21.60535117056856,20.605359920202844
21.60535117056856,20.605358372264675
21.60535117056856,20.60535724989282
21.60535117056856,20.605357846081333
21.60535117056856,20.605358433197004
21.60535117056856,20.60535872047687
21.60535117056856,20.605356381919943
21.60535117056856,20.60535743847718
21.60535117056856,20.605358002320166
21.60535117056856,20.60535563215161
21.60535117056856,20.60535722028683
21.60535117056856,20.60535665369533
21.60535117056856,20.605356588856168
21.60535117056856,20.60535680799701
21.705685618729095,20.705768284765146
21.705685618729095,20.705760682583144
21.705685618729095,20.70575172429004
21.705685618729095,20.705749559235112
21.705685618729095,20.70574705588154
21.705685618729095,20.70573845842016
21.705685618729095,20.705739043384753
21.705685618729095,20.70573686352834
21.705685618729095,20.705727361193233
21.705685618729095,20.70572606568831
21.705685618729095,20.705727176662673
21.705685618729095,20.705725530340047
21.705685618729095,20.70572271612412
21.705685618729095,20.70571918014538
21.705685618729095,20.70571619663635
21.705685618729095,20.705712127286596
21.705685618729095,20.705711104054902
21.705685618729095,20.705712398225558
21.705685618729095,20.705711002877788
21.705685618729095,20.70570630239637
21.705685618729095,20.70570837879861
21.705685618729095,20.705703319011945
21.705685618729095,20.705705728783286
21.705685618729095,20.705703342588798
21.705685618729095,20.70570188507294
21.705685618729095,20.705702575208587
21.705685618729095,20.705700786094
21.705685618729095,20.705698509554985
21.705685618729095,20.705698759626976
21.705685618729095,20.705698293833365
21.705685618729095,20.705697640065356
21.705685618729095,20.70569673534024
21.705685618729095,20.705696345843627
21.705685618729095,20.705694773624362
21.705685618729095,20.705694883122224
21.705685618729095,20.705693715406866
21.705685618729095,20.70569327813991
21.705685618729095,20.70569252806792
21.705685618729095,20.70569203640766
21.705685618729095,20.705692538918715
21.705685618729095,20.705693057241547
21.705685618729095,20.70569331130345
21.705685618729095,20.705691060075182
21.806020066889634,20.806137808905664
21.806020066889634,20.806129387815503
21.806020066889634,20.80612213540914
21.806020066889634,20.80611653383141
21.806020066889634,20.806111226679963
21.806020066889634,20.80610305602448
21.806020066889634,20.806096915307727
21.806020066889634,20.806088729533705
21.806020066889634,20.806085755218334
21.806020066889634,20.806085472552166
21.806020066889634,20.806073102708407
21.806020066889634,20.806078171578456
21.806020066889634,20.806070350110723
21.806020066889634,20.80606577351545
21.806020066889634,20.806068079873743
21.806020066889634,20.806065334835356
21.806020066889634,20.80606122970957
21.806020066889634,20.806056843504358
21.806020066889634,20.806055658658767
21.806020066889634,20.806053420835017
21.806020066889634,20.806052069328036
21.806020066889634,20.806051009931895
21.806020066889634,20.806049384387578
21.806020066889634,20.806044076395178
21.806020066889634,20.806043968823634
21.806020066889634,20.806044640234017
21.806020066889634,20.806038392725874
21.806020066889634,20.80604189108944
21.806020066889634,20.80603673016711
21.806020066889634,20.8060394856974
21.806020066889634,20.80603759211935
21.806020066889634,20.806035077420784
21.806020066889634,20.80603652957431
21.806020066889634,20.80603556738889
21.806020066889634,20.806033901032933
21.806020066889634,20.806032398639896
21.806020066889634,20.80603153057732
21.806020066889634,20.806031739059176
21.806020066889634,20.806030691294225
21.806020066889634,20.806030277505478
21.806020066889634,20.80602962572787
21.806020066889634,20.806028605054728
21.806020066889634,20.80602842303118
21.906354515050168,20.906532748250047
21.906354515050168,20.906517607973484
21.906354515050168,20.906506301904322
21.906354515050168,20.906499307679578
21.906354515050168,20.906492654027222
21.906354515050168,20.906471686231193
21.906354515050168,20.90647265489358
21.906354515050168,20.90647073446914
21.906354515050168,20.9064634656246
21.906354515050168,20.90645689388503
21.906354515050168,20.906451077669004
21.906354515050168,20.90644431761435
21.906354515050168,20.906439156361163
21.906354515050168,20.906433310807614
21.906354515050168,20.906426028003732
21.906354515050168,20.90641528792222
21.906354515050168,20.906421033689647
21.906354515050168,20.906411541847522
21.906354515050168,20.90641271403774
21.906354515050168,20.90640332131819
21.906354515050168,20.90640674115627
21.906354515050168,20.906401024680324
21.906354515050168,20.906395341518714
21.906354515050168,20.906390733152588
21.906354515050168,20.906391641670282
21.906354515050168,20.906391094757875
21.906354515050168,20.90638933268086
21.906354515050168,20.90638683589607
21.906354515050168,20.90638351829535
21.906354515050168,20.906379246840807
21.906354515050168,20.906381257610672
21.906354515050168,20.906381618021356
21.906354515050168,20.9063775820358
21.906354515050168,20.906376928076487
21.906354515050168,20.90637729982269
21.906354515050168,20.906373859948022
21.906354515050168,20.906374717970564
21.906354515050168,20.906373235680007
21.906354515050168,20.906370586394214
21.906354515050168,20.90637201868466
21.906354515050168,20.90637036223171
21.906354515050168,20.90636782715613
21.906354515050168,20.906368596118714
22.006688963210703,21.006956173343465
22.006688963210703,21.006945651478592
22.006688963210703,21.006929474568032
22.006688963210703,21.00691463976588
22.006688963210703,21.006902664186473
22.006688963210703,21.006891042859213
22.006688963210703,21.00687379366787
22.006688963210703,21.00685132803954
22.006688963210703,21.006857304600473
22.006688963210703,21.006837716697362
22.006688963210703,21.00683795143774
22.006688963210703,21.00681244419452
22.006688963210703,21.006820473672242
22.006688963210703,21.006813942000054
22.006688963210703,21.006802998952796
22.006688963210703,21.00679248717972
22.006688963210703,21.00678468321505
22.006688963210703,21.00678015675435
22.006688963210703,21.00677804899078
22.006688963210703,21.00677623419473
22.006688963210703,21.006770860682195
22.006688963210703,21.00676460422108
22.006688963210703,21.006756111148512
22.006688963210703,21.00675427389859
22.006688963210703,21.006752849849676
22.006688963210703,21.00674223819332
22.006688963210703,21.00674627200234
22.006688963210703,21.00673861062028
22.006688963210703,21.006735840547176
22.006688963210703,21.006737716728114
22.006688963210703,21.00673389922134
22.006688963210703,21.006728085714652
22.006688963210703,21.00672557587097
22.006688963210703,21.006724309989494
22.006688963210703,21.00672386420274
22.006688963210703,21.006722169183014
