r,lambda_max
20.0,-0.13001492554111846
23.333333333333332,-0.054925397045226976
26.666666666666668,0.6656470444359526
30.0,0.7391000366139575
33.333333333333336,0.8631184195133997
36.66666666666667,0.9816390529073886
40.0,1.0853963515252874
43.333333333333336,1.1599502929533514
46.66666666666667,1.1943748577561308
50.0,1.276076429273992
